PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0220160312129;;;;;DISPOSAL REFNO:;D20160316003
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;528094;GIFT WRAP ROLL HMK SM 5IN LP WITH TAGS 12528094;15;39.50;592.5;40.83;204.07
2;528123;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG LP 12528123;147;29.75;4373.25;192.48;1768.41
3;528065;GIFT WRAP ROLL HMK XRW 10IN LP 12528065;10;65.50;655;234.2;234.2
4;528075;GIFT WRAP ROLL HMK XRW 6IN LP 12528075;4;39.50;158;54.84;54.84
5;528042;GIFTWRAP ROLL HMK XRW 3-IN HP;35;37.00;1295;42;294
6;528034;GIFT WRAP ROLL HMK 6IN HP 12528034;2;80.00;160;33.08;33.08
7;528085;GIFT WRAP ROLL HMK XRW 3IN LP 12528085;66;19.75;1303.5;25.08;413.57
8;528084;GIFT WRAP ROLL HMK 3IN LP 12528084;2;21.75;43.5;12.82;12.82
9;528033;GIFTWRAP ROLL HMK XRW 6-IN HP;4;75.00;300;74.6;74.6
10;528044;GIFT WRAP ROLL HMK 3IN HP 12528044;1;39.50;39.5;8.29;8.29
;;;286;;8920.25;;3097.88
