PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0120160715575;;;;;DISPOSAL REFNO:;D20160720017
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;528123;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG LP 12528123;90;29.75;2677.5;12.03;1082.7
2;528154;GIFT WRAP ROLL HMK DAISO 10IN LP WITH TAGS 12528154;1;88.00;88;41.33;41.33
3;425144;GIFT WRAP HMK XW JUVENILE 12425144;10;13.50;135;3.9;39
4;528084;GIFT WRAP ROLL HMK 3IN LP 12528084;28;21.75;609;7.68;215.12
5;528075;GIFT WRAP ROLL HMK XRW 6IN LP 12528075;35;39.50;1382.5;13.71;479.92
6;528064;GIFT WRAP ROLL HMK 10IN LP 12528064;5;65.50;327.5;23.07;115.35
7;528094;GIFT WRAP ROLL HMK SM 5IN LP WITH TAGS 12528094;63;39.50;2488.5;13.61;857.12
8;528124;GIFT WRAP ROLL HMK SM 3IN HP WITH TAGS 12528124;15;50.00;750;11.58;173.7
9;528144;GIFT WRAP ROLL HMK OFFICE WHSE 6IN HP WITH TAGS 12528144;1;100.00;100;39.13;39.13
10;528044;GIFT WRAP ROLL HMK 3IN HP 12528044;1;39.50;39.5;9.19;9.19
11;528034;GIFT WRAP ROLL HMK 6IN HP 12528034;1;80.00;80;18.34;18.34
;;;250;;8677.5;;3070.9
