PRIMESTOCK; AND; DEFECTIVE ITEMS;;;;;
TRANSACTION:;T_INV0120160716584;;;;;DISPOSAL REFNO:;D20160720007
TYPE: ; CHOPPING;;;;;POSTED DATE:;0000-00-00
LINE NO;ITEM #;DESCRIPTION;TOTAL QTY;SRP;SRP AMOUNT;PRODUCT COST;PROD COST AMOUNT
1;528123;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG LP 12528123;54;29.75;1606.5;24.06;649.62
2;528133;GIFTWRAP ROLL HMK TRADE 3IN WITH GIFT TAG HP 12528133;8;44.75;358;12.03;96.24
3;528014;GIFT WRAP ROLL HMK 25IN HP 12528014;2;320.00;640;137.58;137.58
4;528034;GIFT WRAP ROLL HMK 6IN HP 12528034;11;80.00;880;18.34;201.74
5;744092;GIFTWRAP IMPTD EWGLD B/G SPRLFLCKNG;11;49.50;544.5;15.48;170.28
6;528044;GIFT WRAP ROLL HMK 3IN HP 12528044;11;39.50;434.5;9.19;101.09
7;528074;GIFT WRAP ROLL HMK 6IN LP 12528074;9;42.50;382.5;14.31;128.74
8;528084;GIFT WRAP ROLL HMK 3IN LP 12528084;17;21.75;369.75;7.68;130.61
9;884172;GIFT WRAP HMK HWC BROWN FLORAL;71;56.50;4011.5;17.2;1221.2
;;;194;;9227.25;;2837.1
